ab4c6b9c-6c26-49c7-ae3f-0a4d1e822df7;2;b4019a1e-665f-414b-bd67-d2579e2e3c52;a0057a6a-95b1-4146-b890-24a097e8c7c0
bc4c6b9c-6c26-49c7-ae3f-0a4d1e822df7;1;b4019a1e-665f-414b-bd67-d2579e2e3c52;cb23ffa7-2a58-4993-b258-f0ed16caf96a
c201842f-c84c-49a6-addb-5a7cc5dae065;7;cb23ffa7-2a58-4993-b258-f0ed16caf96a;a2d333b8-81e2-4a9f-acf8-26ace4e79a79
c301842f-c84c-49a6-addb-5a7cc5dae065;5;cb23ffa7-2a58-4993-b258-f0ed16caf96a;a383c23d-efe4-425d-a151-a30fc1431c3e
ca01842f-c84c-49a6-addb-5a7cc5dae065;3;cb23ffa7-2a58-4993-b258-f0ed16caf96a;a0057a6a-95b1-4146-b890-24a097e8c7c0
cd01842f-c84c-49a6-addb-5a7cc5dae065;10;cb23ffa7-2a58-4993-b258-f0ed16caf96a;d123243f-2574-4e39-ba4a-1dfe831d71e0
db47741b-a051-4fe5-9c85-fec7d06db0cf;3;d123243f-2574-4e39-ba4a-1dfe831d71e0;b4019a1e-665f-414b-bd67-d2579e2e3c52
bea08af7-2753-4f68-8760-72c2732f45cc;2;ee2fd480-9181-40a4-8e5f-05f7777f3c8d;b4019a1e-665f-414b-bd67-d2579e2e3c52
efa08af7-2753-4f68-8760-72c2732f45cc;4;ee2fd480-9181-40a4-8e5f-05f7777f3c8d;f38572db-54d7-477a-8f49-70101870297b
df6fb646-1ffa-45b1-bdaf-380e749a4b4b;1;f38572db-54d7-477a-8f49-70101870297b;d123243f-2574-4e39-ba4a-1dfe831d71e0
d273ad81-7bbd-4457-bee2-56952bba4ce0;4;a2d333b8-81e2-4a9f-acf8-26ace4e79a79;d123243f-2574-4e39-ba4a-1dfe831d71e0
a323ad81-7bbd-4457-bee2-56952bba4ce0;4;a2d333b8-81e2-4a9f-acf8-26ace4e79a79;a383c23d-efe4-425d-a151-a30fc1431c3e
a2f3ad81-7bbd-4457-bee2-56952bba4ce0;3;a2d333b8-81e2-4a9f-acf8-26ace4e79a79;f38572db-54d7-477a-8f49-70101870297b